Card_ID,Edition_ID,Name,Super_Type,Primary_Type,CMC,Is_Hybrid,Generic_Mana,Is_X,Is_W,Is_U,Is_B,Is_R,Is_G,Is_C
7393,68,Clone Shell,,Artifact Creature,5,False,5,False,False,False,False,False,False,False
7394,115,Close Encounter,,Instant,2,False,1,False,False,False,False,False,True,False
7395,145,Close Quarters,,Enchantment,4,False,2,False,False,False,False,True,False,False
7396,77,Closing Statement,,Instant,5,False,3,False,True,False,True,False,False,False
7397,26,Clot Sliver,,Creature,2,False,1,False,False,False,True,False,False,False
7398,199,Cloud Cover,,Enchantment,4,False,2,False,True,True,False,False,False,False
7399,177,Cloud Crusader,,Creature,4,False,2,False,True,False,False,False,False,False
7400,40,Cloud Djinn,,Creature,6,False,5,False,False,True,False,False,False,False
7401,80,Cloud Dragon,,Creature,6,False,5,False,False,True,False,False,False,False
7402,177,Cloud Elemental,,Creature,3,False,2,False,False,True,False,False,False,False
7403,194,Cloud Key,,Artifact,3,False,3,False,False,False,False,False,False,False
7404,136,Cloud Manta,,Creature,4,False,3,False,False,True,False,False,False,False
7405,14,Cloud of Darkness,Legendary,Creature,5,False,2,False,False,False,True,False,True,False
7406,190,Cloud of Faeries,,Creature,2,False,1,False,False,True,False,False,False,False
7407,382,Cloud Pirates,,Creature,1,False,0,False,False,True,False,False,False,False
7408,103,Cloud Spirit,,Creature,3,False,2,False,False,True,False,False,False,False
7409,85,Cloud Sprite,,Creature,1,False,0,False,False,True,False,False,False,False
7410,148,"Cloud, Ex-SOLDIER",Legendary,Creature,5,False,2,False,True,False,False,True,True,False
7411,14,"Cloud, Midgar Mercenary",Legendary,Creature,2,False,0,False,True,False,False,False,False,False
7412,179,"Cloud, Planet's Champion",Legendary,Creature,5,False,3,False,True,False,False,True,False,False
7413,148,Cloud's Limit Break,,Instant,2,False,1,False,True,False,False,False,False,False
7414,52,Cloudblazer,,Creature,5,False,3,False,True,True,False,False,False,False
7415,14,Cloudbound Moogle,,Creature,5,False,3,False,True,False,False,False,False,False
7416,71,Cloudchaser Eagle,,Creature,4,False,3,False,True,False,False,False,False,False
7417,86,Cloudchaser Kestrel,,Creature,3,False,1,False,True,False,False,False,False,False
7418,182,Cloudcrest Lake,,Land,0,False,0,False,False,False,False,False,False,False
7419,125,Cloudcrown Oak,,Creature,4,False,2,False,False,False,False,False,True,False
7420,119,Cloudfin Raptor,,Creature,1,False,0,False,False,True,False,False,False,False
7421,75,Cloudform,,Enchantment,3,False,1,False,False,True,False,False,False,False
7422,125,Cloudgoat Ranger,,Creature,5,False,3,False,True,False,False,False,False,False
7423,114,Cloudheath Drake,,Artifact Creature,5,False,4,False,False,True,False,False,False,False
7424,116,Cloudhoof Kirin,Legendary,Creature,5,False,3,False,False,True,False,False,False,False
7425,23,Cloudkill,,Sorcery,6,False,4,False,False,False,True,False,False,False
7426,112,Cloudkin Seer,,Creature,3,False,2,False,False,True,False,False,False,False
7427,118,Cloudpiercer,,Creature,5,False,4,False,False,False,False,True,False,False
7428,157,Cloudpost,,Land,0,False,0,False,False,False,False,False,False,False
7429,184,Cloudreach Cavalry,,Creature,2,False,1,False,True,False,False,False,False,False
7430,79,Cloudreader Sphinx,,Creature,5,False,4,False,False,True,False,False,False,False
7431,205,Cloudsculpt Armorer,,Creature,4,False,3,False,False,True,False,False,False,False
7432,115,Cloudsculpt Technician,,Creature,3,False,2,False,False,True,False,False,False,False
7433,236,Cloudseeder,,Creature,2,False,1,False,False,True,False,False,False,False
7434,70,Cloudshift,,Instant,1,False,0,False,True,False,False,False,False,False
7435,80,Cloudshredder Sliver,,Creature,2,False,0,False,True,False,False,True,False,False
7436,152,Cloudskate,,Creature,2,False,1,False,False,True,False,False,False,False
7437,24,Cloudspire Captain,,Creature,3,False,2,False,True,False,False,False,False,False
7438,24,Cloudspire Coordinator,,Creature,2,False,0,False,True,False,False,True,False,False
7439,24,Cloudspire Skycycle,,Artifact,4,False,2,False,True,False,False,True,False,False
7440,108,Cloudsteel Kirin,,Artifact Creature,3,False,2,False,True,False,False,False,False,False
7441,172,Cloudstone Curio,,Artifact,3,False,3,False,False,False,False,False,False,False
7442,125,Cloudthresher,,Creature,6,False,2,False,False,False,False,False,True,False
7443,147,Clout of the Dominus,,Enchantment,0,False,0,False,False,False,False,False,False,False
7444,208,Cloven Casting,,Enchantment,7,False,5,False,False,True,False,True,False,False
7445,2,Clown Car,,Artifact,0,False,0,True,False,False,False,False,False,False
7446,2,Clown Extruder,,Artifact,0,False,0,False,False,False,False,False,False,False
7447,325,Clown Robot,,Token Artifact Creature,0,False,0,False,False,False,False,False,False,False
7448,325,Clown Robot // Balloon,,Token,0,False,0,False,False,False,False,False,False,False
7449,325,Clown Robot // Food,,Token,0,False,0,False,False,False,False,False,False,False
7450,325,Clown Robot // Storm Crow,,Token,0,False,0,False,False,False,False,False,False,False
7451,325,Clown Robot // Treasure,,Token,0,False,0,False,False,False,False,False,False,False
7452,2,Clowning Around,,Sorcery,2,False,1,False,True,False,False,False,False,False
7453,80,Clue,,Token Artifact,0,False,0,False,False,False,False,False,False,False
7454,311,Clue // Construct,,Token,0,False,0,False,False,False,False,False,False,False
7455,363,Clue // Eldrazi Horror,,Token,0,False,0,False,False,False,False,False,False,False
7456,311,"Clue // Emblem: Daretti, Scrap Savant",,Token,0,False,0,False,False,False,False,False,False,False
7457,311,"Clue // Emblem: Teferi, Temporal Archmage",,Token,0,False,0,False,False,False,False,False,False,False
7458,196,Clue // Food,,Token,0,False,0,False,False,False,False,False,False,False
7459,216,Clue // Germ,,Token,0,False,0,False,False,False,False,False,False,False
7460,339,Clue // Goblin,,Token,0,False,0,False,False,False,False,False,False,False
7461,311,Clue // Myr,,Token,0,False,0,False,False,False,False,False,False,False
7462,216,Clue // Plant,,Token,0,False,0,False,False,False,False,False,False,False
7463,231,Clue // Plot,,Token,0,False,0,False,False,False,False,False,False,False
7464,227,Clue // Servo,,Token,0,False,0,False,False,False,False,False,False,False
7465,398,Clue // Treasure,,Token,0,False,0,False,False,False,False,False,False,False
7466,216,Clue // Wurm,,Token,0,False,0,False,False,False,False,False,False,False
7467,136,Clutch of Currents,,Sorcery,1,False,0,False,False,True,False,False,False,False
7468,172,Clutch of the Undercity,,Instant,4,False,1,False,False,True,True,False,False,False
7469,88,Clutch of Undeath,,Enchantment,5,False,3,False,False,False,True,False,False,False
7470,207,Coal Golem,,Artifact Creature,5,False,5,False,False,False,False,False,False,False
7471,98,Coal Hill School,Plane,,0,False,0,False,False,False,False,False,False,False
7472,86,Coal Stoker,,Creature,4,False,3,False,False,False,False,True,False,False
7473,171,Coalborn Entity,,Creature,5,False,4,False,False,False,False,True,False,False
7474,172,Coalhauler Swine,,Creature,6,False,4,False,False,False,False,True,False,False
7475,307,Coalition Construct,,Artifact Creature,3,False,3,False,False,False,False,False,False,False
7476,260,Coalition Corps,,Token,0,False,0,False,False,False,False,False,False,False
7477,154,Coalition Flag,,Enchantment,1,False,0,False,True,False,False,False,False,False
7478,154,Coalition Honor Guard,,Creature,4,False,3,False,True,False,False,False,False,False
7479,260,Coalition Legion,,Token,0,False,0,False,False,False,False,False,False,False
7480,155,Coalition Relic,,Artifact,3,False,3,False,False,False,False,False,False,False
7481,81,Coalition Skyknight,,Creature,4,False,3,False,True,False,False,False,False,False
7482,312,Coalition Victory,,Sorcery,8,False,3,False,True,True,True,True,True,False
7483,81,Coalition Warbrute,,Creature,4,False,3,False,False,False,False,True,False,False
7484,24,Coalstoke Gearhulk,,Artifact Creature,5,False,1,False,False,False,True,True,False,False
7485,88,Coast Watcher,,Creature,2,False,1,False,False,True,False,False,False,False
7486,350,Coastal Breach,,Sorcery,7,False,6,False,False,True,False,False,False,False
7487,150,Coastal Bulwark,,Artifact Creature,2,False,2,False,False,False,False,False,False,False
7488,136,Coastal Discovery,,Sorcery,4,False,3,False,False,True,False,False,False,False
7489,154,Coastal Drake,,Creature,3,False,2,False,False,True,False,False,False,False
7490,74,Coastal Hornclaw,,Creature,5,False,4,False,False,True,False,False,False,False
7491,61,Coastal Piracy,,Enchantment,4,False,2,False,False,True,False,False,False,False
7492,74,Coastal Tower,,Land,0,False,0,False,False,False,False,False,False,False
7493,72,Coastal Wizard,,Creature,4,False,2,False,False,True,False,False,False,False
7494,41,Coastline Chimera,,Creature,4,False,3,False,False,True,False,False,False,False
7495,181,Coastline Marauders,,Creature,3,False,2,False,False,False,False,True,False,False
7496,105,Coat of Arms,,Artifact,5,False,5,False,False,False,False,False,False,False
7497,100,Coat with Venom,,Instant,1,False,0,False,False,False,True,False,False,False
7498,67,Coati Scavenger,,Creature,3,False,2,False,False,False,False,False,True,False
7499,27,Coax from the Blind Eternities,,Sorcery,3,False,2,False,False,True,False,False,False,False
7500,157,Cobalt Golem,,Artifact Creature,4,False,4,False,False,False,False,False,False,False
7501,35,Cobblebrute,,Creature,4,False,3,False,False,False,False,True,False,False
7502,175,Cobbled Lancer,,Creature,1,False,0,False,False,True,False,False,False,False
7503,117,Cobbled Wings,,Artifact,2,False,2,False,False,False,False,False,False,False
7504,153,Cobra Trap,,Instant,6,False,4,False,False,False,False,False,True,False
7505,312,Cockatrice,,Creature,5,False,3,False,False,False,False,False,True,False
7506,66,Cocoon,,Enchantment,1,False,0,False,False,False,False,False,True,False
7507,57,Code of Constraint,,Instant,3,False,2,False,False,True,False,False,False,False
7508,115,Codecracker Hound,,Creature,3,False,2,False,False,True,False,False,False,False
7509,59,Codespell Cleric,,Creature,1,False,0,False,True,False,False,False,False,False
7510,146,Codex Shredder,,Artifact,1,False,1,False,False,False,False,False,False,False
7511,77,"Codie, Vociferous Codex",Legendary,Artifact Creature,3,False,3,False,False,False,False,False,False,False
7512,107,"Codsworth, Handy Helper",Legendary,Artifact Creature,3,False,2,False,True,False,False,False,False,False
7513,119,Coerced Confession,,Sorcery,4,False,4,False,False,False,False,False,False,False
7514,10,Coerced to Kill,,Enchantment,5,False,3,False,False,True,True,False,False,False
7515,187,Coercion,,Sorcery,3,False,2,False,False,False,True,False,False,False
7516,128,Coercive Portal,,Artifact,4,False,4,False,False,False,False,False,False,False
7517,128,Coercive Recruiter,,Creature,5,False,4,False,False,False,False,True,False,False
7518,14,Coeurl,,Creature,2,False,1,False,True,False,False,False,False,False
7519,45,Coffin Puppets,,Creature,5,False,3,False,False,False,True,False,False,False
7520,30,Coffin Purge,,Instant,1,False,0,False,False,False,True,False,False,False
7521,80,Coffin Queen,,Creature,3,False,2,False,False,False,True,False,False,False
7522,3,Cogmentor,,Artifact Creature,1,False,1,False,False,False,False,False,False,False
7523,30,Cognivore,,Creature,8,False,6,False,False,True,False,False,False,False
7524,77,Cogwork Archivist,,Artifact Creature,6,False,6,False,False,False,False,False,False,False
7525,138,Cogwork Assembler,,Artifact Creature,3,False,3,False,False,False,False,False,False,False
7526,134,Cogwork Grinder,,Artifact Creature,6,False,6,False,False,False,False,False,False,False
7527,80,Cogwork Librarian,,Artifact Creature,4,False,4,False,False,False,False,False,False,False
7528,375,Cogwork Progenitor,,Artifact Creature,2,False,1,False,True,False,False,False,False,False
7529,134,Cogwork Spy,,Artifact Creature,3,False,3,False,False,False,False,False,False,False
7530,134,Cogwork Tracker,,Artifact Creature,4,False,4,False,False,False,False,False,False,False
7531,67,Cogwork Wrestler,,Artifact Creature,1,False,0,False,False,True,False,False,False,False
7532,91,Cogworker's Puzzleknot,,Artifact,2,False,2,False,False,False,False,False,False,False
7533,26,Coiled Tinviper,,Artifact Creature,3,False,3,False,False,False,False,False,False,False
7534,160,Coiling Oracle,,Creature,2,False,0,False,False,True,False,False,True,False
7535,164,Coiling Rebirth,,Sorcery,5,False,3,False,False,False,True,False,False,False
7536,108,Coiling Stalker,,Creature,2,False,1,False,False,False,False,False,True,False
7537,152,Coiling Woodworm,,Creature,3,False,2,False,False,False,False,False,True,False
7538,40,Coils of the Medusa,,Enchantment,2,False,1,False,False,False,True,False,False,False
7539,148,Coin of Fate,,Artifact,2,False,1,False,True,False,False,False,False,False
7540,10,Cold Case Cracker,,Creature,4,False,3,False,False,True,False,False,False,False
7541,122,Cold Snap,,Enchantment,3,False,2,False,True,False,False,False,False,False
7542,26,Cold Storage,,Artifact,4,False,4,False,False,False,False,False,False,False
7543,235,Cold-Eyed Selkie,,Creature,1,False,1,False,False,False,False,False,False,False
7544,79,Cold-Water Snapper,,Creature,6,False,5,False,False,True,False,False,False,False
7545,124,Coldsteel Heart,Snow,Artifact,2,False,2,False,False,False,False,False,False,False
7546,181,"Colfenor, the Last Yew",Legendary,Creature,6,False,3,False,True,False,True,False,True,False
7547,125,Colfenor's Plans,,Enchantment,4,False,2,False,False,False,True,False,False,False
7548,121,Colfenor's Urn,,Artifact,3,False,3,False,False,False,False,False,False,False
7549,14,Coliseum Behemoth,,Creature,7,False,5,False,False,False,False,False,True,False
7550,126,Collapsing Borders,,Enchantment,4,False,3,False,False,False,False,True,False,False
7551,257,Collar the Culprit,,Instant,4,False,3,False,True,False,False,False,False,False
7552,75,Collateral Damage,,Instant,1,False,0,False,False,False,False,True,False,False
7553,54,Collected Company,,Instant,4,False,3,False,False,False,False,False,True,False
7554,46,Collected Conjuring,,Sorcery,4,False,2,False,False,True,False,True,False,False
7555,391,Collectigull,,Creature,5,False,3,False,True,False,False,False,False,False
7556,391,Only the Best,,Sorcery,0,False,0,False,False,False,False,False,False,False
7557,146,Collective Blessing,,Enchantment,6,False,3,False,True,False,False,False,True,False
7558,27,Collective Brutality,,Sorcery,2,False,1,False,False,False,True,False,False,False
7559,27,Collective Defiance,,Sorcery,3,False,1,False,False,False,False,True,False,False
7560,27,Collective Effort,,Sorcery,3,False,1,False,True,False,False,False,False,False
7561,144,Collective Nightmare,,Instant,3,False,2,False,False,False,True,False,False,False
7562,63,Collective Resistance,,Instant,2,False,1,False,False,False,False,False,True,False
7563,126,Collective Restraint,,Enchantment,4,False,3,False,False,True,False,False,False,False
7564,74,Collective Unconscious,,Sorcery,6,False,4,False,False,False,False,False,True,False
7565,80,Collective Voyage,,Sorcery,1,False,0,False,False,False,False,False,True,False
7566,54,Collector Ouphe,,Creature,2,False,1,False,False,False,False,False,True,False
7567,1,Collector Protector,,Creature,5,False,3,False,True,False,False,False,False,False
7568,212,Collector's Cage,,Artifact,2,False,1,False,True,False,False,False,False,False
7569,16,Collector's Vault,,Artifact,2,False,2,False,False,False,False,False,False,False
7570,57,Collision,,Instant,3,False,1,False,False,False,False,True,True,False
7571,57,Colossus,,Instant,0,False,0,False,False,False,False,False,False,False
7572,24,Collision Course,,Sorcery,2,False,1,False,True,False,False,False,False,False
7573,89,Collision of Realms,,Sorcery,7,False,6,False,False,False,False,True,False,False
7574,107,Colonel Autumn,Legendary,Creature,3,False,1,False,True,False,True,False,False,False
7575,272,Colorful Feiyi Sparrow,,Creature,2,False,1,False,True,False,False,False,False,False
7576,84,Colos Yearling,,Creature,3,False,2,False,False,False,False,True,False,False
7577,67,Colossadactyl,,Creature,4,False,2,False,False,False,False,False,True,False
7578,23,Colossal Badger,,Creature,8,False,6,False,False,False,False,False,True,False
7579,23,Dig Deep,,Sorcery,0,False,0,False,False,False,False,False,False,False
7580,375,Colossal Chorus,,Sorcery,8,False,6,False,False,False,False,False,True,False
7581,63,Colossal Dreadmask,,Artifact,6,False,4,False,False,False,False,False,True,False
7582,127,Colossal Dreadmaw,,Creature,6,False,4,False,False,False,False,False,True,False
7583,121,Colossal Grave-Reaver,,Creature,8,False,6,False,False,False,True,False,True,False
7584,81,Colossal Growth,,Instant,2,False,1,False,False,False,False,False,True,False
7585,139,Colossal Heroics,,Instant,3,False,2,False,False,False,False,False,True,False
7586,44,Colossal Majesty,,Enchantment,3,False,2,False,False,False,False,False,True,False
7587,208,Colossal Might,,Instant,2,False,0,False,False,False,False,True,True,False
7588,59,Colossal Plow,,Artifact,2,False,2,False,False,False,False,False,False,False
7589,53,Colossal Rattlewurm,,Creature,4,False,2,False,False,False,False,False,True,False
7590,108,Colossal Skyturtle,,Enchantment Creature,7,False,4,False,False,True,False,False,True,False
7591,83,Colossal Whale,,Creature,7,False,5,False,False,True,False,False,False,False
7592,173,Colossapede,,Creature,5,False,4,False,False,False,False,False,True,False
7593,164,Colossification,,Enchantment,7,False,5,False,False,False,False,False,True,False
7594,100,Colossodon Yearling,,Creature,3,False,2,False,False,False,False,False,True,False
7595,112,Colossus Hammer,,Artifact,1,False,1,False,False,False,False,False,False,False
7596,41,Colossus of Akros,,Artifact Creature,8,False,8,False,False,False,False,False,False,False
7597,85,Colossus of Sardia,,Artifact Creature,9,False,9,False,False,False,False,False,False,False
7598,114,Coma Veil,,Enchantment,5,False,4,False,False,True,False,False,False,False
7599,316,Combat Calligrapher,,Creature,4,False,3,False,True,False,False,False,False,False
7600,170,Combat Celebrant,,Creature,3,False,2,False,False,False,False,True,False,False
7601,150,Combat Courier,,Artifact Creature,1,False,1,False,False,False,False,False,False,False
7602,141,Combat Medic,,Creature,3,False,2,False,True,False,False,False,False,False
7603,77,Combat Professor,,Creature,4,False,3,False,True,False,False,False,False,False
7604,81,Combat Research,,Enchantment,1,False,0,False,False,True,False,False,False,False
7605,150,Combat Thresher,,Artifact Creature,7,False,7,False,False,False,False,False,False,False
7606,14,Combat Tutorial,,Sorcery,3,False,2,False,False,True,False,False,False,False
7607,80,Combine Chrysalis,,Artifact,2,False,0,False,False,True,False,False,True,False
7608,57,Combine Guildmage,,Creature,2,False,0,False,False,True,False,False,True,False
7609,80,Combo Attack,,Sorcery,3,False,2,False,False,False,False,False,True,False
7610,151,Combust,,Instant,2,False,1,False,False,False,False,True,False,False
7611,91,Combustible Gearhulk,,Artifact Creature,6,False,4,False,False,False,False,True,False,False
7612,22,Combustion Man,Legendary,Creature,5,False,3,False,False,False,False,True,False,False
7613,22,Combustion Technique,,Instant,2,False,1,False,False,False,False,True,False,False
7614,29,Come Back Wrong,,Sorcery,3,False,2,False,False,False,True,False,False,False
7615,115,Comet Crawler,,Creature,3,False,2,False,False,False,True,False,False,False
7616,73,Comet Storm,,Instant,2,False,0,True,False,False,False,True,False,False
7617,54,"Comet, Stellar Pup",Legendary,Planeswalker,4,False,2,False,True,False,False,True,False,False
7618,133,Comeuppance,,Instant,4,False,3,False,True,False,False,False,False,False
7619,2,Coming Attraction,,Sorcery,3,False,2,False,False,False,False,False,True,False
7620,144,Coming In Hot,,Instant,1,False,0,False,False,False,False,True,False,False
7621,211,Command Beacon,,Land,0,False,0,False,False,False,False,False,False,False
7622,115,Command Bridge,,Land,0,False,0,False,False,False,False,False,False,False
7623,80,Command of Unsummoning,,Instant,3,False,2,False,False,True,False,False,False,False
7624,2,Command Performance,,Sorcery,2,False,1,False,False,True,False,False,False,False
7625,9,Command the Chaff,,Instant,6,False,4,False,False,True,False,False,False,False
7626,174,Command the Dreadhorde,,Sorcery,6,False,4,False,False,False,True,False,False,False
7627,257,Command the Storm,,Instant,5,False,4,False,False,False,False,True,False,False
7628,194,Command Tower,,Land,0,False,0,False,False,False,False,False,False,False
7629,264,Commandeer,,Instant,7,False,5,False,False,True,False,False,False,False
7630,252,Commander Eesha,Legendary,Creature,4,False,2,False,True,False,False,False,False,False
7631,26,Commander Greven il-Vec,Legendary,Creature,6,False,3,False,False,False,True,False,False,False
7632,23,Commander Liara Portyr,Legendary,Creature,5,False,3,False,True,False,False,True,False,False
7633,140,Commander Mustard,Legendary,Creature,5,False,3,False,True,False,False,True,False,False
7634,107,Commander Sofia Daguerre,Legendary,Creature,4,False,3,False,True,False,False,False,False,False
7635,70,Commander's Authority,,Enchantment,5,False,4,False,True,False,False,False,False,False
7636,316,Commander's Insight,,Instant,3,False,0,True,False,True,False,False,False,False
7637,121,Commander's Insignia,,Enchantment,4,False,2,False,True,False,False,False,False,False
7638,80,Commander's Plate,,Artifact,1,False,1,False,False,False,False,False,False,False
7639,148,Commander's Sphere,,Artifact,3,False,3,False,False,False,False,False,False,False
7640,104,Commanding Presence,,Enchantment,4,False,3,False,True,False,False,False,False,False
7641,94,Commando Raid,,Instant,3,False,2,False,False,False,False,True,False,False
7642,174,Commence the Endgame,,Instant,6,False,4,False,False,True,False,False,False,False
7643,91,Commencement of Festivities,,Instant,2,False,1,False,False,False,False,False,True,False
7644,10,Commercial District,,Land,0,False,0,False,False,False,False,False,False,False
7645,25,Commissar Severina Raine,Legendary,Creature,3,False,1,False,True,False,True,False,False,False
7646,173,Commit,,Instant,10,False,7,False,False,True,False,False,False,False
7647,173,Memory,,Sorcery,0,False,0,False,False,False,False,False,False,False
7648,64,Commodore Guff,Legendary,Planeswalker,4,False,1,False,True,True,False,True,False,False
7649,7,Common Black Removal,,Instant,4,False,2,False,False,False,True,False,False,False
7650,146,Common Bond,,Instant,3,False,1,False,True,False,False,False,True,False
7651,145,Common Cause,,Enchantment,3,False,2,False,True,False,False,False,False,False
7652,62,Common Courtesy,,Enchantment,4,False,2,False,False,True,False,False,False,False
7653,167,Common Crook,,Creature,2,False,1,False,False,False,True,False,False,False
7654,62,Common Iguana,,Host Creature,2,False,1,False,False,False,False,True,False,False
7655,82,Communal Brewing,,Enchantment,3,False,2,False,False,False,False,False,True,False
7656,14,Commune with Beavers,,Sorcery,1,False,0,False,False,False,False,False,True,False
7657,117,Commune with Dinosaurs,,Sorcery,1,False,0,False,False,False,False,False,True,False
7658,29,Commune with Evil,,Sorcery,3,False,2,False,False,False,True,False,False,False
7659,100,Commune with Lava,,Instant,2,False,0,True,False,False,False,True,False,False
7660,16,Commune with Nature,,Sorcery,1,False,0,False,False,False,False,False,True,False
7661,108,Commune with Spirits,,Sorcery,1,False,0,False,False,False,False,False,True,False
7662,41,Commune with the Gods,,Sorcery,2,False,1,False,False,False,False,False,True,False
7663,388,Companion,,Token,0,False,0,False,False,False,False,False,False,False
7664,173,Companion of the Trials,,Creature,3,False,2,False,True,False,False,False,False,False
7665,38,Company Commander,,Creature,4,False,2,False,True,False,True,False,False,False
7666,65,Comparative Analysis,,Instant,4,False,3,False,False,True,False,False,False,False
7667,67,Compass Gnome,,Artifact Creature,2,False,2,False,False,False,False,False,False,False
7668,22,Compassionate Healer,,Creature,2,False,1,False,True,False,False,False,False,False
7669,4,Compelled Duel,,Sorcery,2,False,1,False,False,False,False,False,True,False
7670,173,Compelling Argument,,Sorcery,2,False,1,False,False,True,False,False,False,False
7671,39,Compelling Deterrence,,Instant,2,False,1,False,False,True,False,False,False,False
7672,2,Complaints Clerk,,Creature,4,False,3,False,True,False,False,False,False,False
7673,120,Compleat Devotion,,Instant,2,False,1,False,True,False,False,False,False,False
7674,144,Compleated Huntmaster,,Creature,3,False,2,False,False,False,True,False,False,False
7675,136,Complete Disregard,,Instant,3,False,2,False,False,False,True,False,False,False
7676,144,Complete the Circuit,,Instant,6,False,5,False,False,True,False,False,False,False
7677,152,Complex Automaton,,Artifact Creature,4,False,4,False,False,False,False,False,False,False
7678,94,Complicate,,Instant,3,False,2,False,False,True,False,False,False,False
7679,28,Component Collector,,Creature,3,False,2,False,False,True,False,False,False,False
7680,80,Component Pouch,,Artifact,3,False,3,False,False,False,False,False,False,False
7681,64,Composer of Spring,,Creature,2,False,1,False,False,False,False,False,True,False
7682,85,Composite Golem,,Artifact Creature,6,False,6,False,False,False,False,False,False,False
7683,80,Compost,,Enchantment,2,False,1,False,False,False,False,False,True,False
7684,245,Compound Fracture,,Instant,1,False,0,False,False,False,True,False,False,False
7685,87,Compulsion,,Enchantment,2,False,1,False,False,True,False,False,False,False
7686,172,Compulsive Research,,Sorcery,3,False,2,False,False,True,False,False,False,False
7687,173,Compulsory Rest,,Enchantment,2,False,1,False,True,False,False,False,False,False
7688,366,Compy Swarm,,Creature,3,False,1,False,False,False,True,False,True,False
7689,53,Concealed Courtyard,,Land,0,False,0,False,False,False,False,False,False,False
7690,10,Concealed Weapon,,Artifact,2,False,1,False,False,False,False,True,False,False
7691,175,Concealing Curtains,,Creature,1,False,0,False,False,False,True,False,False,False
7692,175,Revealing Eye,,Creature,0,False,0,False,False,False,False,False,False,False
7693,16,Conceited Witch,,Creature,4,False,2,False,False,False,True,False,False,False
7694,16,Price of Beauty,,Sorcery,0,False,0,False,False,False,False,False,False,False
7695,74,Concentrate,,Sorcery,4,False,2,False,False,True,False,False,False,False
7696,380,Concert Kaboomist,,Creature,3,False,1,False,False,False,False,True,False,False
7697,109,Concerted Defense,,Instant,1,False,0,False,False,True,False,False,False,False
7698,172,Concerted Effort,,Enchantment,4,False,2,False,True,False,False,False,False,False
7699,2,Concession Stand,,Artifact,0,False,0,False,False,False,False,False,False,False
7700,141,Conch Horn,,Artifact,2,False,2,False,False,False,False,False,False,False
7701,257,Conclave Cavalier,,Creature,4,False,0,False,True,False,False,False,True,False
7702,172,Conclave Equenaut,,Creature,6,False,4,False,True,False,False,False,False,False
7703,140,Conclave Evangelist,,Creature,3,False,3,False,False,False,False,False,False,False
7704,257,Conclave Guildmage,,Creature,2,False,0,False,True,False,False,False,True,False
7705,127,Conclave Mentor,,Creature,2,False,0,False,True,False,False,False,True,False
7706,35,Conclave Naturalists,,Creature,5,False,4,False,False,False,False,False,True,False
7707,172,Conclave Phalanx,,Creature,5,False,4,False,True,False,False,False,False,False
7708,349,Conclave Sledge-Captain,,Creature,6,False,5,False,False,False,False,False,True,False
7709,257,Conclave Tribunal,,Enchantment,4,False,3,False,True,False,False,False,False,False
7710,172,Conclave's Blessing,,Enchantment,4,False,3,False,True,False,False,False,False,False
7711,89,Concord with the Kami,,Enchantment,4,False,3,False,False,False,False,False,True,False
7712,200,Concordant Crossroads,World,Enchantment,1,False,0,False,False,False,False,False,True,False
7713,127,Concordia Pegasus,,Creature,2,False,1,False,True,False,False,False,False,False
7714,92,Concussive Bolt,,Sorcery,5,False,3,False,False,False,False,True,False,False
7715,177,Condemn,,Instant,1,False,0,False,True,False,False,False,False,False
7716,69,Condescend,,Instant,1,False,0,True,False,True,False,False,False,False
7717,164,Conduct Electricity,,Instant,5,False,4,False,False,False,False,True,False,False
7718,58,Conductive Current,,Sorcery,3,False,0,False,False,False,False,True,False,False
7719,29,Conductive Machete,,Artifact,4,False,4,False,False,False,False,False,False,False
7720,171,Conductor of Cacophony,,Creature,4,False,3,False,False,False,True,False,False,False
7721,63,Conduit Goblin,,Creature,2,False,0,False,True,False,False,True,False,False
7722,136,Conduit of Ruin,,Creature,6,False,6,False,False,False,False,False,False,False
7723,27,Conduit of Storms,,Creature,3,False,2,False,False,False,False,True,False,False
7724,27,Conduit of Emrakul,,Creature,0,False,0,False,False,False,False,False,False,False
7725,120,Conduit of Worlds,,Artifact,4,False,2,False,False,False,False,False,True,False
7726,53,Conduit Pylons,,Land,0,False,0,False,False,False,False,False,False,False
7727,23,Cone of Cold,,Sorcery,4,False,3,False,False,True,False,False,False,False
7728,96,Cone of Flame,,Sorcery,5,False,3,False,False,False,False,True,False,False
7729,98,Confession Dial,,Artifact,3,False,3,False,False,False,False,False,False,False
7730,30,Confessor,,Creature,1,False,0,False,True,False,False,False,False,False
7731,272,Confidence from Strength,,Sorcery,3,False,2,False,False,False,False,False,True,False
7732,39,Confirm Suspicions,,Instant,5,False,3,False,False,True,False,False,False,False
7733,52,Confiscate,,Enchantment,6,False,4,False,False,True,False,False,False,False
7734,91,Confiscation Coup,,Sorcery,5,False,3,False,False,True,False,False,False,False
7735,86,Conflagrate,,Sorcery,1,False,0,True,False,False,False,True,False,False
7736,60,Conflux,,Sorcery,8,False,3,False,True,True,True,True,True,False
7737,148,Conformer Shuriken,Legendary,Artifact,2,False,2,False,False,False,False,False,False,False
7738,199,Confound,,Instant,2,False,1,False,False,True,False,False,False,False
7739,109,Confounding Conundrum,,Enchantment,2,False,1,False,False,True,False,False,False,False
7740,67,Confounding Riddle,,Instant,3,False,2,False,False,True,False,False,False,False
